protocol,T,relative_L2_mean,relative_L2_std,relative_L2_min,relative_L2_max,n_seeds
fixed_budget,16.0,1.318992677501054e-07,2.8471650390535574e-08,1.0492636589620297e-07,1.6166398025947673e-07,3
fixed_budget,32.0,0.00024207218733252427,0.00010471084641820971,0.00015921087693135605,0.0003597580966902407,3
fixed_budget,64.0,0.27271908136927897,0.010671467308308308,0.26349729294081936,0.28440805287524834,3
