k,relative_L2_mean,relative_L2_std,relative_L2_min,relative_L2_max,n_seeds
16,0.0001867379992643132,7.706399980265952e-05,0.00010973063574328763,0.0002638585107528056,3
20,0.009868042143925027,0.0026321005407843085,0.006859442759841196,0.011745437757098286,3
24,0.2518632280641838,0.07057588053776633,0.20047510639846833,0.3323332017368408,3
32,35.89744343465017,13.381599127516404,25.573958266300753,51.01591418091206,3
40,183.1397049852304,1.862369180944949,181.63359751038655,185.22210035361036,3
48,187.74932343796198,65.30465684384453,132.3657292367379,259.7603186981515,3
